model_name= generate_cfg_from_synthese_file_Wscaled_aj
 --------------------------
  List of all combinations 
 --------------------------
#   id                Dnu          epsilon  delta0l_percent              HNR        a1ovGamma   Gamma_at_numax               a2               a3               a4               a5               a6        beta_asym                i
0000386               70              0.5               -5                5          0.53892                1                0                0                0                0                0                0           80.898
0000387               70              0.5               -5                5          0.69976                1                0                0                0                0                0                0           27.907
0000388               70              0.5               -5                5          0.85626                1                0                0                0                0                0                0           39.886
0000389               70              0.5               -5                5          0.80023                1                0                0                0                0                0                0           43.137
0000390               70              0.5               -5                5          0.48563                1                0                0                0                0                0                0           64.557
0000391               70              0.5               -5                5          0.70194                1                0                0                0                0                0                0           61.418
0000392               70              0.5               -5                5          0.11081                1                0                0                0                0                0                0           89.951
0000393               70              0.5               -5                5          0.18358                1                0                0                0                0                0                0           75.955
0000394               70              0.5               -5                5          0.62415                1                0                0                0                0                0                0           13.142
0000395               70              0.5               -5                5          0.32555                1                0                0                0                0                0                0           37.921
0000396               70              0.5               -5                5          0.38345                1                0                0                0                0                0                0           81.092
0000397               70              0.5               -5                5          0.94967                1                0                0                0                0                0                0           30.244
0000398               70              0.5               -5                5          0.28566                1                0                0                0                0                0                0           47.795
0000399               70              0.5               -5                5          0.34485                1                0                0                0                0                0                0           85.667
0000400               70              0.5               -5                5          0.46711                1                0                0                0                0                0                0           32.908
0000401               70              0.5               -5                5          0.58108                1                0                0                0                0                0                0            65.92
0000402               70              0.5               -5                5          0.74271                1                0                0                0                0                0                0           18.097
0000403               70              0.5               -5                5          0.85634                1                0                0                0                0                0                0           71.562
0000404               70              0.5               -5                5          0.94848                1                0                0                0                0                0                0             12.1
0000405               70              0.5               -5                5          0.46376                1                0                0                0                0                0                0           39.723
0000406               70              0.5               -5                5          0.81812                1                0                0                0                0                0                0           89.758
0000407               70              0.5               -5                5          0.40675                1                0                0                0                0                0                0           85.836
0000408               70              0.5               -5                5          0.61553                1                0                0                0                0                0                0            54.13
0000409               70              0.5               -5                5          0.17732                1                0                0                0                0                0                0           33.382
0000410               70              0.5               -5                5          0.76853                1                0                0                0                0                0                0           48.056
0000411               70              0.5               -5                5          0.18004                1                0                0                0                0                0                0           76.671
0000412               70              0.5               -5                5          0.20279                1                0                0                0                0                0                0           5.0733
0000413               70              0.5               -5                5          0.90123                1                0                0                0                0                0                0           18.711
0000414               70              0.5               -5                5          0.20055                1                0                0                0                0                0                0           78.562
0000415               70              0.5               -5                5          0.76692                1                0                0                0                0                0                0           68.247
0000416               70              0.5               -5                5           0.9933                1                0                0                0                0                0                0           81.152
0000417               70              0.5               -5                5         0.062704                1                0                0                0                0                0                0           15.947
0000418               70              0.5               -5                5          0.90398                1                0                0                0                0                0                0           62.421
0000419               70              0.5               -5                5          0.51115                1                0                0                0                0                0                0            20.82
0000420               70              0.5               -5                5           0.8119                1                0                0                0                0                0                0           76.869
0000421               70              0.5               -5                5          0.65676                1                0                0                0                0                0                0           7.0165
0000422               70              0.5               -5                5           0.5667                1                0                0                0                0                0                0            33.02
0000423               70              0.5               -5                5          0.14086                1                0                0                0                0                0                0            12.03
0000424               70              0.5               -5                5          0.93425                1                0                0                0                0                0                0           3.6035
0000425               70              0.5               -5                5          0.59141                1                0                0                0                0                0                0           72.023
0000426               70              0.5               -5                5            0.964                1                0                0                0                0                0                0           71.376
0000427               70              0.5               -5                5         0.052643                1                0                0                0                0                0                0           75.064
0000428               70              0.5               -5                5           0.3434                1                0                0                0                0                0                0           57.459
0000429               70              0.5               -5                5          0.16063                1                0                0                0                0                0                0           73.748
0000430               70              0.5               -5                5          0.90715                1                0                0                0                0                0                0           84.665
0000431               70              0.5               -5                5           0.5197                1                0                0                0                0                0                0           71.207
0000432               70              0.5               -5                5           0.7233                1                0                0                0                0                0                0           62.282
0000433               70              0.5               -5                5          0.78988                1                0                0                0                0                0                0           12.825
0000434               70              0.5               -5                5          0.29341                1                0                0                0                0                0                0           12.798
0000435               70              0.5               -5                5          0.95758                1                0                0                0                0                0                0           32.905
0000436               70              0.5               -5                5          0.30594                1                0                0                0                0                0                0           45.672
0000437               70              0.5               -5                5          0.42241                1                0                0                0                0                0                0           49.683
0000438               70              0.5               -5                5          0.51972                1                0                0                0                0                0                0           29.413
0000439               70              0.5               -5                5          0.20197                1                0                0                0                0                0                0           80.242
0000440               70              0.5               -5                5         0.039663                1                0                0                0                0                0                0           19.125
0000441               70              0.5               -5                5          0.75088                1                0                0                0                0                0                0           57.211
0000442               70              0.5               -5                5          0.92136                1                0                0                0                0                0                0           87.206
0000443               70              0.5               -5                5          0.55747                1                0                0                0                0                0                0           1.3716
0000444               70              0.5               -5                5           0.4951                1                0                0                0                0                0                0           12.853
0000445               70              0.5               -5                5          0.58657                1                0                0                0                0                0                0           69.662
0000446               70              0.5               -5                5          0.30039                1                0                0                0                0                0                0           67.906
0000447               70              0.5               -5                5          0.58668                1                0                0                0                0                0                0           9.5692
0000448               70              0.5               -5                5          0.43655                1                0                0                0                0                0                0           33.304
0000449               70              0.5               -5                5          0.24528                1                0                0                0                0                0                0           50.189
0000450               70              0.5               -5                5          0.23387                1                0                0                0                0                0                0           81.354
0000451               70              0.5               -5                5          0.72319                1                0                0                0                0                0                0           24.936
0000452               70              0.5               -5                5          0.51035                1                0                0                0                0                0                0           49.041
0000453               70              0.5               -5                5          0.26733                1                0                0                0                0                0                0           49.475
0000454               70              0.5               -5                5          0.20886                1                0                0                0                0                0                0           51.039
0000455               70              0.5               -5                5          0.32756                1                0                0                0                0                0                0           10.857
0000456               70              0.5               -5                5           0.5945                1                0                0                0                0                0                0           15.339
0000457               70              0.5               -5                5          0.19214                1                0                0                0                0                0                0           38.283
0000458               70              0.5               -5                5          0.10416                1                0                0                0                0                0                0           9.7251
0000459               70              0.5               -5                5          0.65275                1                0                0                0                0                0                0           5.1811
0000460               70              0.5               -5                5          0.65151                1                0                0                0                0                0                0           87.041
0000461               70              0.5               -5                5          0.38519                1                0                0                0                0                0                0            41.61
0000462               70              0.5               -5                5          0.61451                1                0                0                0                0                0                0             41.9
0000463               70              0.5               -5                5          0.96544                1                0                0                0                0                0                0           25.307
0000464               70              0.5               -5                5          0.77337                1                0                0                0                0                0                0           15.211
0000465               70              0.5               -5                5          0.84812                1                0                0                0                0                0                0           14.789
0000466               70              0.5               -5                5           0.9369                1                0                0                0                0                0                0           45.307
0000467               70              0.5               -5                5         0.061928                1                0                0                0                0                0                0           32.409
0000468               70              0.5               -5                5          0.34758                1                0                0                0                0                0                0           38.233
0000469               70              0.5               -5                5          0.81841                1                0                0                0                0                0                0           10.374
0000470               70              0.5               -5                5          0.28143                1                0                0                0                0                0                0           11.076
0000471               70              0.5               -5                5          0.36602                1                0                0                0                0                0                0           35.598
0000472               70              0.5               -5                5          0.42407                1                0                0                0                0                0                0           53.931
0000473               70              0.5               -5                5          0.83038                1                0                0                0                0                0                0           9.8797
0000474               70              0.5               -5                5          0.42754                1                0                0                0                0                0                0           28.804
0000475               70              0.5               -5                5          0.84721                1                0                0                0                0                0                0           30.932
0000476               70              0.5               -5                5          0.52427                1                0                0                0                0                0                0           51.311
0000477               70              0.5               -5                5          0.32399                1                0                0                0                0                0                0            76.37
0000478               70              0.5               -5                5         0.048457                1                0                0                0                0                0                0           32.594
0000479               70              0.5               -5                5          0.72967                1                0                0                0                0                0                0           83.535
0000480               70              0.5               -5                5          0.59813                1                0                0                0                0                0                0           74.223
0000481               70              0.5               -5                5          0.99709                1                0                0                0                0                0                0            29.02
0000482               70              0.5               -5                5         0.062683                1                0                0                0                0                0                0           31.271
0000483               70              0.5               -5                5          0.27671                1                0                0                0                0                0                0           89.375
0000484               70              0.5               -5                5          0.44205                1                0                0                0                0                0                0           78.017
0000485               70              0.5               -5                5          0.54349                1                0                0                0                0                0                0           43.189
0000486               70              0.5               -5                5          0.21249                1                0                0                0                0                0                0           85.839
0000487               70              0.5               -5                5          0.38645                1                0                0                0                0                0                0           86.222
0000488               70              0.5               -5                5          0.16052                1                0                0                0                0                0                0           53.533
0000489               70              0.5               -5                5          0.65948                1                0                0                0                0                0                0           25.694
0000490               70              0.5               -5                5          0.30258                1                0                0                0                0                0                0           48.625
0000491               70              0.5               -5                5          0.15425                1                0                0                0                0                0                0            34.64
0000492               70              0.5               -5                5          0.66116                1                0                0                0                0                0                0           58.557
0000493               70              0.5               -5                5          0.91408                1                0                0                0                0                0                0           57.636
0000494               70              0.5               -5                5          0.34399                1                0                0                0                0                0                0           35.803
0000495               70              0.5               -5                5          0.57892                1                0                0                0                0                0                0            55.38
0000496               70              0.5               -5                5          0.68419                1                0                0                0                0                0                0           21.016
0000497               70              0.5               -5                5          0.23783                1                0                0                0                0                0                0           77.365
0000498               70              0.5               -5                5         0.069137                1                0                0                0                0                0                0          0.65199
0000499               70              0.5               -5                5          0.42104                1                0                0                0                0                0                0           81.971
0000500               70              0.5               -5                5          0.64467                1                0                0                0                0                0                0            52.98
0000501               70              0.5               -5                5          0.98663                1                0                0                0                0                0                0           22.291
0000502               70              0.5               -5                5          0.68837                1                0                0                0                0                0                0           57.477
0000503               70              0.5               -5                5           0.9767                1                0                0                0                0                0                0           6.7979
0000504               70              0.5               -5                5          0.72274                1                0                0                0                0                0                0           37.136
0000505               70              0.5               -5                5          0.35994                1                0                0                0                0                0                0           48.812
0000506               70              0.5               -5                5          0.19679                1                0                0                0                0                0                0           87.329
0000507               70              0.5               -5                5           0.6803                1                0                0                0                0                0                0           26.948
0000508               70              0.5               -5                5          0.27327                1                0                0                0                0                0                0            51.28
0000509               70              0.5               -5                5          0.91333                1                0                0                0                0                0                0          0.97092
0000510               70              0.5               -5                5          0.41954                1                0                0                0                0                0                0           72.891
0000511               70              0.5               -5                5          0.26025                1                0                0                0                0                0                0           20.233
0000512               70              0.5               -5                5          0.68992                1                0                0                0                0                0                0           58.102
0000513               70              0.5               -5                5          0.56379                1                0                0                0                0                0                0           38.213
0000514               70              0.5               -5                5          0.35277                1                0                0                0                0                0                0           39.984
0000515               70              0.5               -5                5          0.43504                1                0                0                0                0                0                0           3.4809
0000516               70              0.5               -5                5          0.80842                1                0                0                0                0                0                0           29.359
0000517               70              0.5               -5                5          0.26529                1                0                0                0                0                0                0            47.09
0000518               70              0.5               -5                5         0.018247                1                0                0                0                0                0                0            24.95
0000519               70              0.5               -5                5          0.88323                1                0                0                0                0                0                0           79.809
0000520               70              0.5               -5                5         0.047601                1                0                0                0                0                0                0           45.583
0000521               70              0.5               -5                5          0.20964                1                0                0                0                0                0                0           76.935
0000522               70              0.5               -5                5          0.32346                1                0                0                0                0                0                0           31.542
0000523               70              0.5               -5                5          0.95417                1                0                0                0                0                0                0            64.67
0000524               70              0.5               -5                5         0.062936                1                0                0                0                0                0                0           64.357
0000525               70              0.5               -5                5         0.066934                1                0                0                0                0                0                0           83.882
0000526               70              0.5               -5                5          0.47263                1                0                0                0                0                0                0           28.239
0000527               70              0.5               -5                5          0.41412                1                0                0                0                0                0                0            5.196
0000528               70              0.5               -5                5          0.93944                1                0                0                0                0                0                0           39.815
0000529               70              0.5               -5                5          0.58199                1                0                0                0                0                0                0           36.326
0000530               70              0.5               -5                5          0.38441                1                0                0                0                0                0                0           31.887
0000531               70              0.5               -5                5          0.37815                1                0                0                0                0                0                0           29.592
0000532               70              0.5               -5                5          0.29793                1                0                0                0                0                0                0           9.0443
0000533               70              0.5               -5                5          0.55537                1                0                0                0                0                0                0          0.73027
0000534               70              0.5               -5                5          0.70434                1                0                0                0                0                0                0           62.851
0000535               70              0.5               -5                5          0.72545                1                0                0                0                0                0                0           21.481
0000536               70              0.5               -5                5          0.56366                1                0                0                0                0                0                0           46.747
0000537               70              0.5               -5                5          0.58011                1                0                0                0                0                0                0           37.622
0000538               70              0.5               -5                5          0.78661                1                0                0                0                0                0                0           31.472
0000539               70              0.5               -5                5          0.93672                1                0                0                0                0                0                0           46.073
0000540               70              0.5               -5                5          0.57887                1                0                0                0                0                0                0           4.6513
0000541               70              0.5               -5                5          0.10595                1                0                0                0                0                0                0           67.203
0000542               70              0.5               -5                5           0.7156                1                0                0                0                0                0                0           67.182
0000543               70              0.5               -5                5          0.87096                1                0                0                0                0                0                0           88.539
0000544               70              0.5               -5                5          0.51205                1                0                0                0                0                0                0           12.704
0000545               70              0.5               -5                5          0.91274                1                0                0                0                0                0                0           87.166
0000546               70              0.5               -5                5          0.23796                1                0                0                0                0                0                0           57.844
0000547               70              0.5               -5                5          0.69536                1                0                0                0                0                0                0            68.81
0000548               70              0.5               -5                5          0.94808                1                0                0                0                0                0                0           71.415
0000549               70              0.5               -5                5          0.42327                1                0                0                0                0                0                0           77.441
0000550               70              0.5               -5                5          0.79154                1                0                0                0                0                0                0           8.4036
0000551               70              0.5               -5                5          0.74438                1                0                0                0                0                0                0          0.81043
0000552               70              0.5               -5                5         0.026485                1                0                0                0                0                0                0           11.304
0000553               70              0.5               -5                5          0.35539                1                0                0                0                0                0                0           17.401
0000554               70              0.5               -5                5          0.16326                1                0                0                0                0                0                0           38.107
0000555               70              0.5               -5                5          0.82947                1                0                0                0                0                0                0           51.739
0000556               70              0.5               -5                5          0.62559                1                0                0                0                0                0                0           69.528
0000557               70              0.5               -5                5           0.2804                1                0                0                0                0                0                0           69.999
0000558               70              0.5               -5                5          0.57866                1                0                0                0                0                0                0           45.017
0000559               70              0.5               -5                5          0.58397                1                0                0                0                0                0                0           66.045
0000560               70              0.5               -5                5          0.86749                1                0                0                0                0                0                0           71.283
0000561               70              0.5               -5                5          0.74095                1                0                0                0                0                0                0           11.491
0000562               70              0.5               -5                5          0.84947                1                0                0                0                0                0                0           34.829
0000563               70              0.5               -5                5          0.21687                1                0                0                0                0                0                0           59.754
0000564               70              0.5               -5                5          0.88166                1                0                0                0                0                0                0           86.711
0000565               70              0.5               -5                5          0.99831                1                0                0                0                0                0                0           49.662
0000566               70              0.5               -5                5          0.31882                1                0                0                0                0                0                0           57.431
0000567               70              0.5               -5                5          0.26318                1                0                0                0                0                0                0           35.806
0000568               70              0.5               -5                5          0.56086                1                0                0                0                0                0                0           13.456
0000569               70              0.5               -5                5          0.40409                1                0                0                0                0                0                0           48.438
0000570               70              0.5               -5                5          0.82484                1                0                0                0                0                0                0           44.249
0000571               70              0.5               -5                5          0.52685                1                0                0                0                0                0                0           11.377
0000572               70              0.5               -5                5          0.31147                1                0                0                0                0                0                0           72.237
0000573               70              0.5               -5                5          0.67856                1                0                0                0                0                0                0           74.154
0000574               70              0.5               -5                5          0.30432                1                0                0                0                0                0                0           68.219
0000575               70              0.5               -5                5          0.72635                1                0                0                0                0                0                0           11.299
0000576               70              0.5               -5                5          0.61252                1                0                0                0                0                0                0           18.725
0000577               70              0.5               -5                5          0.57937                1                0                0                0                0                0                0           11.366
0000578               70              0.5               -5                5          0.35331                1                0                0                0                0                0                0           24.813
0000579               70              0.5               -5                5          0.92976                1                0                0                0                0                0                0           69.602
0000580               70              0.5               -5                5          0.71877                1                0                0                0                0                0                0           62.678
0000581               70              0.5               -5                5          0.83166                1                0                0                0                0                0                0           65.061
0000582               70              0.5               -5                5          0.33309                1                0                0                0                0                0                0           21.001
